origin,destination,year,students
Oman,Australia,2021,522
Nepal,Norway,2018,522
Saudi Arabia,France,2021,521
Nepal,United Kingdom,2018,520
India,Hong Kong,2017,519.001
India,Norway,2021,519
Afghanistan,Malaysia,2020,517
Iraq,Australia,2017,516
Philippines,Jordan,2018,516
China,Indonesia,2018,515
Kyrgyzstan,Germany,2020,515
India,Bahrain,2018,515
Lebanon,Belarus,2019,513
Bangladesh,Türkiye,2018,512
Kyrgyzstan,Germany,2018,511
Singapore,Ireland,2019,511
Oman,Jordan,2020,511
Uzbekistan,United Kingdom,2020,510
Nepal,Norway,2020,510
China,Norway,2019,510
Turkey,Kyrgyzstan,2019,510
India,Norway,2020,509
Pakistan,Qatar,2017,509
Turkey,Kyrgyzstan,2021,509
Israel,Türkiye,2021,508
Vietnam,Italy,2019,508
Azerbaijan,Belarus,2017,508
China,Jordan,2020,507
Palestine,Malaysia,2020,507
Syrian Arab Republic,Austria,2020,506.467
India,Hungary,2018,506
Myanmar,United Kingdom,2021,506
Kazakhstan,Canada,2018,505.91121
Israel,Hungary,2020,505
Turkey,Bosnia and Herzegovina,2021,505
Cambodia,France,2020,505
Nepal,Norway,2021,504
Thailand,Canada,2020,504
India,Czechia,2017,504
"Macao",United States of America,2020,503.54994
Japan,Hungary,2019,503
Thailand,Canada,2018,502.12027
Pakistan,France,2020,502
Israel,Hungary,2021,502
Bahrain,United States of America,2017,501.84713
unknown countries,India,2019,501
Myanmar,United Kingdom,2017,501
Nepal,New Zealand,2021,500.30436
Turkey,Saudi Arabia,2017,500
Saudi Arabia,France,2020,500
Mongolia,Germany,2021,500
Philippines,Jordan,2021,500
Afghanistan,Kazakhstan,2017,500
Japan,New Zealand,2017,498.78128
Japan,Malaysia,2019,498
Iraq,India,2019,498
Bahrain,United States of America,2018,497.242
"Hong Kong",Macao,2021,497
India,Denmark,2020,496
Azerbaijan,United Kingdom,2021,496
Bangladesh,Sweden,2017,495
Vietnam,Italy,2017,495
Singapore,Canada,2020,495
Uzbekistan,United States of America,2017,494.96054
Palestine,Malaysia,2019,494
Singapore,Canada,2018,493.54913
Pakistan,France,2021,493
unknown countries,Mexico,2020,493
Sri Lanka,Russia,2017,493
Palestine,United States of America,2018,492.87714
South Korea,Russia,2017,492
Pakistan,France,2019,491
South Korea,Vietnam,2021,491
Nepal,Norway,2019,491
Vietnam,Italy,2020,491
Azerbaijan,Poland,2020,491
Iraq,Romania,2018,490
Tajikistan,Kazakhstan,2018,490
Iran,Portugal,2021,489
China,Jordan,2021,489
Iran,Qatar,2019,489
Iran,Poland,2021,489
Georgia,Azerbaijan,2021,488
Iran,Norway,2020,488
China,Portugal,2017,488
Saudi Arabia,Qatar,2018,488
Iran,Spain,2019,487
Saudi Arabia,France,2019,484
Turkey,Saudi Arabia,2018,483
South Korea,Russia,2018,483
Kyrgyzstan,Germany,2019,483
India,Oman,2021,483
Kazakhstan,Canada,2017,483
Vietnam,Hungary,2018,483
India,Austria,2020,482.233
Maldives,Sri Lanka,2019,482
Singapore,Malaysia,2017,481
"Hong Kong",Macao,2020,481
Kuwait,Ireland,2018,480
Azerbaijan,Italy,2019,480
Myanmar,India,2019,479
Lebanon,Australia,2020,479
Tajikistan,Belarus,2018,478
Afghanistan,Uzbekistan,2021,478
Pakistan,Bahrain,2020,478
Thailand,Saudi Arabia,2019,477
Kyrgyzstan,Germany,2017,477
Azerbaijan,Hungary,2018,477
Kuwait,India,2021,477
Jordan,Bahrain,2020,477
Lebanon,Saudi Arabia,2019,476
India,Belgium,2019,476
Mongolia,Germany,2020,476
Iraq,United Kingdom,2019,476
Afghanistan,Germany,2019,475
Saudi Arabia,Poland,2021,475
Singapore,Ireland,2018,474
Myanmar,South Korea,2018,474
Yemen,Russia,2018,473
Afghanistan,United States of America,2018,472.58109
Kuwait,Saudi Arabia,2020,471
Palestine,Ukraine,2020,471
Syrian Arab Republic,Netherlands,2018,471
Saudi Arabia,India,2019,470
Bangladesh,Russia,2020,470
Kazakhstan,France,2017,470
Sri Lanka,Canada,2018,469.92514
Palestine,United States of America,2020,469.61156
Pakistan,Hungary,2018,469
Oman,Ireland,2017,468
Vietnam,Czechia,2020,468
Thailand,Canada,2019,468
Thailand,Canada,2021,468
China,Norway,2017,468
Singapore,Canada,2017,468
Syrian Arab Republic,United States of America,2020,467.14797
Iran,New Zealand,2018,467
Philippines,South Korea,2017,467
Lebanon,Türkiye,2019,466
Saudi Arabia,Germany,2018,466
Bangladesh,Russia,2021,466
Vietnam,Czechia,2021,465
Georgia,Azerbaijan,2020,464
Myanmar,Sri Lanka,2019,464
Vietnam,Italy,2021,464
Philippines,South Korea,2018,464
Bangladesh,Italy,2017,463
Kazakhstan,Hungary,2019,463
Iran,Azerbaijan,2018,463
Japan,Hungary,2018,463
India,Denmark,2021,462
Tajikistan,Belarus,2019,462
Oman,Ireland,2018,462
Thailand,Canada,2017,462
Malaysia,Hong Kong,2020,462
Singapore,Canada,2019,462
Mongolia,Kazakhstan,2018,461
Thailand,Saudi Arabia,2021,459
Vietnam,Poland,2020,459
India,Belarus,2019,459
Kazakhstan,France,2020,459
Cambodia,Japan,2017,458
Indonesia,Hong Kong,2018,457.014
Myanmar,Malaysia,2019,457
Syrian Arab Republic,Norway,2020,456
Oman,Saudi Arabia,2017,455
Philippines,South Korea,2019,455
India,Malta,2020,454.025
Mongolia,Kazakhstan,2017,454
Turkey,Belgium,2021,454
Syrian Arab Republic,India,2019,453
Jordan,Canada,2018,452.22638
Mongolia,Hungary,2019,451
Iran,Georgia,2019,450
Bahrain,India,2020,450
India,Denmark,2019,449
Iran,Qatar,2018,449
India,Lithuania,2017,448
Oman,India,2020,448
India,Bahrain,2021,448
Jordan,Georgia,2021,447
Sri Lanka,Germany,2021,447
Bangladesh,Italy,2018,446
Tajikistan,Belarus,2017,446
South Korea,Italy,2020,446
India,South Africa,2019,446
Cambodia,France,2019,446
Philippines,South Korea,2020,446
India,Austria,2019,445.2
Thailand,Saudi Arabia,2020,445
Israel,Lithuania,2021,445
Iran,New Zealand,2019,444
Syrian Arab Republic,Ukraine,2017,444
Afghanistan,United States of America,2020,443.12353
China,Argentina,2020,443
Thailand,New Zealand,2017,442.49444
Bahrain,United States of America,2020,442.4653
Palestine,United States of America,2021,442.33778
Pakistan,France,2017,442
Saudi Arabia,France,2018,442
Turkey,Russia,2017,442
Iraq,United Kingdom,2021,442
Azerbaijan,France,2019,442
Kuwait,Canada,2021,441
Iraq,Ukraine,2021,441
Israel,United Kingdom,2017,441
Iraq,United Kingdom,2020,441
Iraq,Germany,2018,441
Sri Lanka,Canada,2017,441
Thailand,Saudi Arabia,2017,440
Thailand,France,2017,440
Saudi Arabia,Japan,2017,440
Iran,Spain,2018,440
Israel,United Kingdom,2018,439
Syrian Arab Republic,Ukraine,2018,438
Nepal,Canada,2019,438
Iran,Czechia,2021,438
Thailand,New Zealand,2018,437.02248
unknown countries,Mexico,2017,437
Tajikistan,Belarus,2020,437
Iraq,Romania,2020,436
Saudi Arabia,Qatar,2017,436
Cyprus,Netherlands,2019,436
Nepal,Denmark,2019,435
Tajikistan,Kazakhstan,2017,435
Bahrain,India,2017,435
Pakistan,Norway,2020,435
Singapore,Canada,2021,435
Saudi Arabia,France,2017,434
Uzbekistan,Japan,2018,434
Kuwait,India,2020,434
Kuwait,Saudi Arabia,2019,433
United Arab Emirates,Germany,2018,433
Azerbaijan,Belarus,2018,433
Syrian Arab Republic,Austria,2019,432.5
Saudi Arabia,Türkiye,2020,432
Cambodia,Vietnam,2017,432
Uzbekistan,Belarus,2020,432
Kazakhstan,France,2019,432
Afghanistan,Egypt,2020,431
unknown countries,Argentina,2019,431
Iraq,India,2020,431
Syrian Arab Republic,Hungary,2018,431
Saudi Arabia,Malaysia,2017,431
Palestine,United States of America,2017,430.54172
Palestine,Ukraine,2018,430
Oman,Saudi Arabia,2018,430
Vietnam,Hungary,2017,430
"Macao",United States of America,2021,429.10659
Kuwait,India,2017,429
Syrian Arab Republic,United States of America,2021,428.1785
Malaysia,Hong Kong,2019,428.002
Myanmar,Malaysia,2020,428
Malaysia,Hong Kong,2018,427.017
India,South Africa,2020,427
Afghanistan,Kazakhstan,2019,427
Iran,New Zealand,2017,426.37041
Philippines,New Zealand,2021,426.03762
Kuwait,Ireland,2017,426
China,Jordan,2018,426
Iraq,Romania,2021,426
Japan,New Zealand,2018,424.7568
Saudi Arabia,Türkiye,2021,424
Afghanistan,Malaysia,2021,424
Thailand,Jordan,2017,424
India,Bahrain,2017,423
Jordan,Canada,2017,423
Thailand,New Zealand,2019,422.41251
Pakistan,Cyprus,2019,422
China,Iran,2020,422
Saudi Arabia,New Zealand,2018,421.91821
Mongolia,Germany,2018,421
South Korea,Hungary,2017,421
Thailand,India,2018,420
Nepal,Denmark,2020,419
Iran,Belarus,2021,419
Iran,Qatar,2017,418
Myanmar,Malaysia,2017,418
Cyprus,United States of America,2020,417.46634
Saudi Arabia,Türkiye,2019,416
Georgia,Azerbaijan,2019,416
Jordan,Bahrain,2021,416
Thailand,Saudi Arabia,2018,415
Singapore,Ireland,2017,415
Syrian Arab Republic,Ukraine,2019,415
Afghanistan,Kazakhstan,2020,415
Iran,New Zealand,2020,414
China,Czechia,2018,414
Singapore,Germany,2017,413
China,Argentina,2021,413
Iraq,Romania,2019,412
Turkey,Russia,2018,412
Iraq,Saudi Arabia,2019,412
Kazakhstan,France,2021,412
Cambodia,France,2021,411
Pakistan,Bahrain,2021,411
Philippines,South Korea,2021,411
Pakistan,France,2018,410
Bangladesh,Türkiye,2017,410
Indonesia,Thailand,2020,410
Tajikistan,Saudi Arabia,2017,410
Singapore,New Zealand,2019,409.63649
China,Jordan,2019,408
Kuwait,Australia,2020,408
Kuwait,Canada,2020,408
India,South Africa,2017,408
India,South Africa,2018,408
Israel,Russia,2019,407
"Hong Kong",South Korea,2019,407
Iran,Poland,2020,407
Japan,Hungary,2017,407
Sri Lanka,Bhutan,2021,407
Cyprus,United States of America,2018,406.13292
Saudi Arabia,India,2017,406
Philippines,Malaysia,2017,405
Nepal,Saudi Arabia,2017,405
Myanmar,Sri Lanka,2020,404
Malaysia,Hong Kong,2021,404
"Hong Kong",South Korea,2021,403
Singapore,New Zealand,2018,403
Iran,Netherlands,2019,403
Syrian Arab Republic,Ukraine,2020,402
Saudi Arabia,India,2018,402
Thailand,France,2019,401
Israel,Czechia,2021,401
Mongolia,Germany,2019,401
"Hong Kong",Macao,2019,401
Brunei Darussalam,Australia,2018,401
India,Denmark,2018,400
Brunei Darussalam,Australia,2017,399
China,Argentina,2019,399
Thailand,India,2019,398
Thailand,Jordan,2018,398
Malaysia,Hong Kong,2017,397.892
Tajikistan,Saudi Arabia,2018,397
Jordan,Australia,2018,397
Azerbaijan,United States of America,2018,396.5086
Lebanon,Switzerland,2021,396
Myanmar,Sri Lanka,2017,395
Oman,Ireland,2019,395
Mongolia,Germany,2017,395
Iraq,Australia,2018,394
Qatar,India,2020,394
Philippines,Germany,2021,394
Indonesia,Hong Kong,2017,393.532
Bangladesh,Qatar,2021,393
Kazakhstan,Austria,2021,392.31515
Sri Lanka,Belarus,2018,392
Pakistan,Kyrgyzstan,2017,392
Azerbaijan,Italy,2017,391
Israel,Canada,2020,390
India,South Africa,2021,390
Cambodia,France,2018,390
Cambodia,Saudi Arabia,2017,390
Brunei Darussalam,Australia,2019,390
Israel,Canada,2018,389.5322
Afghanistan,Malaysia,2017,389
Bahrain,United States of America,2021,387.29333
India,Austria,2018,387.16667
Singapore,Ireland,2020,387
Malaysia,Saudi Arabia,2019,386
Kazakhstan,Belarus,2017,385
Lebanon,Belarus,2018,385
Cyprus,United States of America,2017,384.12969
Turkmenistan,India,2020,384
unknown countries,India,2020,384
Nepal,Denmark,2018,384
Uzbekistan,Japan,2017,384
Pakistan,Iran,2019,384
Turkey,Russia,2019,384
Saudi Arabia,Japan,2018,384
Jordan,Australia,2017,384
Oman,India,2017,383
Iraq,Azerbaijan,2019,383
Turkey,Belgium,2020,383
Lebanon,Australia,2021,383
Singapore,New Zealand,2017,382.5
Afghanistan,Germany,2018,382
Pakistan,Japan,2021,382
Thailand,New Zealand,2020,381.77986
India,Austria,2017,381.75
Palestine,Ukraine,2021,381
Sri Lanka,Germany,2020,381
Nepal,Poland,2018,381
Japan,New Zealand,2019,380.73016
Lebanon,Saudi Arabia,2020,380
Kyrgyzstan,Saudi Arabia,2017,380
Nepal,Norway,2017,379
Kuwait,India,2018,379
Turkey,Spain,2020,378
"Hong Kong",South Korea,2020,378
Israel,Canada,2021,378
United Arab Emirates,Canada,2021,378
Palestine,Ukraine,2017,377
Pakistan,Iran,2020,377
Philippines,Malaysia,2021,376
Jordan,Romania,2021,376
Cyprus,United States of America,2021,374.0918
India,Thailand,2020,374
Iraq,Saudi Arabia,2017,373
Iraq,Saudi Arabia,2020,373
Oman,Ireland,2020,372
Myanmar,South Korea,2017,372
Georgia,France,2017,372
Israel,Lithuania,2020,372
Bahrain,India,2018,372
Syrian Arab Republic,Armenia,2019,371
South Korea,Vietnam,2017,370
Singapore,Japan,2020,370
Israel,Czechia,2020,370
"Hong Kong",South Korea,2018,370
Kazakhstan,Belarus,2018,370
Azerbaijan,Belarus,2019,369
Philippines,Germany,2020,369
Cambodia,Saudi Arabia,2018,369
Iran,Armenia,2019,368
Thailand,France,2020,368
Nepal,Denmark,2017,368
Iran,Spain,2017,368
Israel,Russia,2018,367
Myanmar,India,2020,367
Kazakhstan,France,2018,367
Maldives,Sri Lanka,2018,367
Iran,New Zealand,2021,366.5
Bangladesh,Qatar,2020,366
Jordan,Australia,2019,366
Thailand,South Korea,2021,366
"Hong Kong",Macao,2018,365
Afghanistan,United States of America,2021,364.82833
Syrian Arab Republic,Austria,2018,364.5
India,Norway,2019,364
unknown countries,Saudi Arabia,2017,364
Saudi Arabia,Türkiye,2018,363
Thailand,France,2018,363
Israel,Canada,2017,363
Malaysia,Saudi Arabia,2021,363
Turkey,Czechia,2021,362
Oman,India,2019,361
unknown countries,Kyrgyzstan,2018,361
Philippines,Jordan,2017,361
Iran,Portugal,2020,360
Turkey,Georgia,2017,360
Iraq,Saudi Arabia,2021,360
Turkey,Spain,2019,359
Iran,Portugal,2019,359
Syrian Arab Republic,Armenia,2018,359
Kyrgyzstan,Saudi Arabia,2018,359
Iraq,Saudi Arabia,2018,359
Saudi Arabia,New Zealand,2019,358.69859
India,Bulgaria,2020,358
Iran,Ukraine,2018,356
Qatar,India,2019,356
Myanmar,Malaysia,2021,356
Philippines,Malaysia,2020,355
China,Jordan,2017,355
Cyprus,Bulgaria,2020,355
India,Norway,2018,354
United Arab Emirates,Germany,2017,354
Pakistan,Norway,2019,354
Saudi Arabia,Germany,2017,353
Azerbaijan,Poland,2019,353
Thailand,New Zealand,2021,352.23135
Uzbekistan,Italy,2019,352
unknown countries,Netherlands,2019,352
Saudi Arabia,South Korea,2017,351
Azerbaijan,United States of America,2017,350.77689
Kazakhstan,Austria,2020,350.06515
Israel,Russia,2017,350
Malaysia,Saudi Arabia,2020,350
South Korea,Vietnam,2020,349
Syrian Arab Republic,Malaysia,2019,349
Iran,Norway,2019,349
Sri Lanka,Latvia,2021,349
India,Bulgaria,2021,347
Myanmar,Sri Lanka,2018,346
Maldives,Sri Lanka,2021,346
Israel,Canada,2019,345
Cyprus,Netherlands,2018,345
Iran,Czechia,2020,345
United Arab Emirates,Canada,2020,345
Qatar,Jordan,2017,345
Singapore,Japan,2019,344
Iraq,Hungary,2021,344
"Hong Kong",Macao,2017,344
Nepal,Poland,2017,344
Myanmar,India,2017,344
Pakistan,Norway,2018,344
India,Belarus,2018,343
unknown countries,Saudi Arabia,2018,343
Azerbaijan,Hungary,2017,343
Singapore,New Zealand,2020,342.82488
Thailand,India,2020,342
Japan,New Zealand,2020,341.53458
Turkey,Spain,2021,341
unknown countries,Kyrgyzstan,2020,341
Lebanon,Belarus,2017,341
Kazakhstan,Austria,2019,340.81512
Kuwait,Australia,2021,340
India,Belgium,2017,340
Israel,Czechia,2019,340
Thailand,India,2017,340
Palestine,Russia,2019,340
China,Belgium,2018,340
Azerbaijan,Belarus,2020,340
Thailand,Bhutan,2021,340
Kyrgyzstan,United States of America,2020,339.23459
Afghanistan,Japan,2017,339
Oman,Ireland,2021,338
"Hong Kong",Germany,2021,338
Kuwait,India,2019,338
Singapore,Japan,2018,337
Bahrain,Malaysia,2017,337
Cyprus,Bulgaria,2019,337
Bahrain,India,2021,337
Kuwait,Canada,2019,336
unknown countries,India,2021,336
Thailand,Jordan,2020,336
Azerbaijan,Czechia,2021,336
Malaysia,India,2021,335
Israel,Türkiye,2020,335
Qatar,Saudi Arabia,2021,335
Pakistan,Ukraine,2021,335
Timor-Leste,Portugal,2018,335
Kyrgyzstan,United States of America,2021,334.11544
Qatar,India,2017,334
Jordan,Australia,2020,334
Brunei Darussalam,Australia,2020,334
Uzbekistan,Italy,2018,333
Afghanistan,Germany,2017,333
Turkey,Sweden,2020,332.08262
Lebanon,Spain,2021,332
Uzbekistan,Italy,2021,332
India,Slovakia,2020,332
Kazakhstan,Hungary,2018,332
Cyprus,Bulgaria,2021,332
Kuwait,Canada,2018,331.91993
Turkey,Sweden,2019,331.62873
India,Denmark,2017,331
China,Brazil,2018,331
Tajikistan,Belarus,2021,331
Sri Lanka,Saudi Arabia,2021,330
Israel,Georgia,2019,330
Pakistan,Japan,2020,330
Thailand,Jordan,2019,330
Lebanon,Saudi Arabia,2021,329
Iran,Belgium,2021,329
Myanmar,Russia,2021,329
"Hong Kong",Germany,2020,329
Thailand,South Korea,2020,329
Lebanon,Türkiye,2018,328
Philippines,Malaysia,2019,328
Lebanon,Switzerland,2020,328
Iraq,Oman,2019,327
Lao People's Democratic Republic,Australia,2019,327
Lao People's Democratic Republic,Australia,2020,327
Syrian Arab Republic,Armenia,2020,327
Lebanon,Belgium,2021,327
Thailand,South Korea,2019,327
Lebanon,Russia,2019,327
Timor-Leste,Portugal,2017,326
Pakistan,New Zealand,2018,325.5
unknown countries,Russia,2017,324
Jordan,Romania,2020,324
Armenia,France,2018,324
Myanmar,India,2018,324
unknown countries,Thailand,2020,323
Bhutan,Thailand,2020,323
Singapore,Japan,2017,322
Mongolia,Hungary,2018,322
Kazakhstan,Saudi Arabia,2017,322
Kazakhstan,Austria,2018,322
Pakistan,New Zealand,2019,321.92151
Turkey,Sweden,2021,321.23136
Syrian Arab Republic,Belgium,2021,320
China,Myanmar,2018,320
Palestine,Romania,2020,320
China,Brazil,2017,319
Myanmar,Russia,2020,319
Syrian Arab Republic,Malaysia,2020,319
Pakistan,Oman,2020,319
Pakistan,Cyprus,2020,318
Cambodia,South Korea,2021,318
Sri Lanka,Italy,2018,317
Thailand,South Korea,2017,317
Japan,New Zealand,2021,316.65687
Georgia,Azerbaijan,2018,316
China,Brazil,2019,316
Turkey,Kazakhstan,2020,316
Philippines,Norway,2021,316
Timor-Leste,Portugal,2019,316
Armenia,United States of America,2020,315.07038
Palestine,Morocco,2020,315
Iran,Norway,2018,315
Palestine,Morocco,2019,314
Cambodia,South Korea,2017,314
Palestine,Romania,2018,314
Cyprus,Bulgaria,2017,314
Timor-Leste,Portugal,2021,314
Turkey,Spain,2018,313
Oman,India,2018,313
Thailand,France,2021,313
India,Hungary,2017,313
Philippines,Qatar,2021,313
Yemen,Morocco,2017,312
Georgia,France,2018,312
Georgia,France,2019,312
Cyprus,Bulgaria,2018,312
India,Türkiye,2021,312
Turkey,Romania,2017,311
Armenia,France,2019,310
Iraq,Oman,2020,309
Kuwait,Canada,2017,309
Israel,Czechia,2018,309
Jordan,Romania,2017,309
Jordan,Hungary,2017,309
Thailand,Jordan,2021,309
Azerbaijan,France,2018,308
Yemen,United States of America,2020,307.96807
Lebanon,Spain,2020,307
Iraq,Belarus,2019,307
Saudi Arabia,Japan,2019,307
Azerbaijan,Belarus,2021,307
Iraq,France,2017,307
Thailand,South Korea,2018,307
Kazakhstan,Latvia,2018,306
Syrian Arab Republic,Armenia,2017,306
Sri Lanka,Saudi Arabia,2017,306
Sri Lanka,Saudi Arabia,2018,306
Maldives,Sri Lanka,2017,306
Pakistan,Poland,2021,305
Iraq,Poland,2020,305
Singapore,Ireland,2021,305
Lao People's Democratic Republic,Australia,2018,304
Iraq,Hungary,2020,304
Kazakhstan,Italy,2020,304
Iraq,Germany,2017,303
Kazakhstan,Belarus,2019,302
Saudi Arabia,New Zealand,2020,301.68458
Armenia,United States of America,2018,301.50128
Armenia,United States of America,2021,301.19462
Turkey,Czechia,2020,301
Bangladesh,Qatar,2019,301
Kazakhstan,Belarus,2020,301
Iraq,Belarus,2020,300
Pakistan,Oman,2019,300
Iraq,Armenia,2020,300
Iraq,Poland,2021,299
Kuwait,Malaysia,2019,299
Uzbekistan,Malaysia,2019,299
Saudi Arabia,Morocco,2021,299
Palestine,Russia,2018,298
Vietnam,Malaysia,2021,298
Cambodia,South Korea,2020,298
Philippines,Germany,2019,298
Palestine,Morocco,2021,297
Thailand,India,2021,297
Uzbekistan,United Kingdom,2019,297
Turkey,Romania,2019,297
Syrian Arab Republic,Egypt,2020,296
Iraq,Oman,2017,296
Iraq,Oman,2018,296
Philippines,Thailand,2020,296
Pakistan,New Zealand,2017,296
Turkey,Sweden,2018,296
Pakistan,Norway,2017,296
Israel,Czechia,2017,295
Jordan,Georgia,2020,295
Sri Lanka,Latvia,2020,295
Sri Lanka,Belarus,2017,295
Myanmar,Russia,2018,294
Palestine,Tunisia,2020,294
Georgia,Azerbaijan,2017,293
Syrian Arab Republic,Norway,2019,293
Mongolia,United Kingdom,2020,293
Georgia,France,2020,293
Lebanon,Romania,2021,293
Pakistan,Oman,2021,293
Turkmenistan,United States of America,2020,292.58066
Iraq,Qatar,2021,292
Kuwait,Malaysia,2021,292
"Hong Kong",South Korea,2017,292
Israel,Lithuania,2019,292
Pakistan,Oman,2018,292
Thailand,Poland,2020,292
Bahrain,Qatar,2021,292
Brunei Darussalam,Australia,2021,292
India,Norway,2017,291
Bahrain,Qatar,2019,291
Indonesia,India,2017,291
Nepal,Malaysia,2017,291
Myanmar,Sri Lanka,2021,290
Kyrgyzstan,Czechia,2021,290
Nepal,Cyprus,2017,290
Afghanistan,Russia,2018,289
India,Egypt,2020,289
Pakistan,Netherlands,2018,289
Lebanon,Romania,2020,289
Maldives,Saudi Arabia,2017,289
Jordan,Romania,2019,288
Kuwait,Malaysia,2020,288
Israel,Slovakia,2018,288
Cambodia,South Korea,2018,288
Philippines,Norway,2020,288
Thailand,Poland,2021,287
Turkey,Romania,2020,287
Armenia,France,2020,286
Cambodia,South Korea,2019,286
Turkey,Spain,2017,285
Japan,Switzerland,2020,285
Bangladesh,Qatar,2018,285
Bahrain,Qatar,2020,285
Kyrgyzstan,South Korea,2021,285
Iraq,Oman,2021,284
Lebanon,Georgia,2021,284
Japan,Switzerland,2021,284
Myanmar,Saudi Arabia,2021,284
Bahrain,India,2019,284
Iran,Armenia,2020,283
Syrian Arab Republic,Belgium,2019,283
Iran,Portugal,2018,283
Sri Lanka,Italy,2017,283
Timor-Leste,Portugal,2020,283
Yemen,United States of America,2021,282.93123
Palestine,Morocco,2018,282
Lao People's Democratic Republic,Australia,2021,282
Sri Lanka,Saudi Arabia,2020,282
Pakistan,Iran,2018,282
Iran,Czechia,2019,282
Malaysia,Türkiye,2021,282
Maldives,Sri Lanka,2020,282
China,Brazil,2020,281
unknown countries,Kyrgyzstan,2017,280
Indonesia,Italy,2018,280
Bahrain,Qatar,2018,280
