JobID,CompanyID,JobTitle,ApplicationDeadline,Salary,WorkingLocation,SpecializationID,ExperienceRequirement,WorkingFormat,ScopeOfWork,Benefits
345,878,Senior Financial Analyst,2025-12-10 23:59:59,441.4,Karviná,1,Internship,On-site,In congue. Etiam justo. Etiam pretium iaculis justo.,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus."
346,952,Account Executive,2025-12-11 23:59:59,401.55,Tocok,15,Mid-level,Remote,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.","Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros."
347,392,Computer Systems Analyst I,2025-12-12 23:59:59,171.07,Bang Bua Thong,49,Senior,Remote,Sed ante. Vivamus tortor. Duis mattis egestas metus.,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.
348,537,Software Engineer IV,2025-12-13 23:59:59,207.59,Đống Đa,14,Entry level,On-site,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat."
349,244,Accountant I,2025-12-14 23:59:59,102.74,Mayskiy,31,Internship,Remote,In congue. Etiam justo. Etiam pretium iaculis justo.,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam."
350,597,Programmer IV,2025-12-15 23:59:59,427.83,Porlamar,11,Entry level,Hybrid,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.","Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem."
351,395,Media Manager III,2025-12-16 23:59:59,499.67,Kaélé,25,Mid-level,Remote,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.","Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem."
352,378,VP Sales,2025-12-17 23:59:59,310.17,Taounza,8,Mid-level,Remote,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.
353,856,VP Accounting,2025-12-18 23:59:59,451.72,Umeå,50,Internship,On-site,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui."
354,889,VP Quality Control,2025-12-19 23:59:59,191.11,Örgön,1,Junior,On-site,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.","In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo."
355,956,Account Executive,2025-12-20 23:59:59,182.68,Cockburn Town,28,Entry level,On-site,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.
356,307,Legal Assistant,2025-12-21 23:59:59,312.55,Apt,49,Junior,Remote,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",Phasellus in felis. Donec semper sapien a libero. Nam dui.
357,616,Actuary,2025-12-22 23:59:59,437.8,São Fidélis,25,Mid-level,On-site,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.
358,49,Senior Developer,2025-12-23 23:59:59,428.52,Boshi,2,Junior,Hybrid,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,Fusce consequat. Nulla nisl. Nunc nisl.
359,638,Software Test Engineer III,2025-12-24 23:59:59,220.7,Kożuchów,45,Entry level,Hybrid,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.","Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui."
360,173,Social Worker,2025-12-25 23:59:59,233.02,Ayní,20,Entry level,Remote,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis."
361,925,Senior Sales Associate,2025-12-26 23:59:59,323.97,Choroszcz,26,Mid-level,Remote,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero."
362,360,Professor,2025-12-27 23:59:59,144.3,Lac La Biche,12,Junior,Remote,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.","Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est."
363,5,Analyst Programmer,2025-12-28 23:59:59,409.1,Gilowice,15,Entry level,Remote,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.
364,1,Financial Analyst,2025-12-29 23:59:59,150.58,Rungis,5,Entry level,Remote,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",Sed ante. Vivamus tortor. Duis mattis egestas metus.
365,822,VP Product Management,2025-12-30 23:59:59,273.89,Axioúpoli,32,Junior,Hybrid,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.
366,99,Executive Secretary,2025-12-31 23:59:59,313.38,Taradale,47,Entry level,On-site,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,Phasellus in felis. Donec semper sapien a libero. Nam dui.
367,668,Computer Systems Analyst III,2026-01-01 23:59:59,130.63,Strabychovo,28,Mid-level,Remote,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.
368,219,Programmer Analyst III,2026-01-02 23:59:59,266.11,Memphis,5,Junior,On-site,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.","Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui."
369,556,Recruiting Manager,2026-01-03 23:59:59,277.88,Andongsari,50,Entry level,Hybrid,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.
370,527,Graphic Designer,2026-01-04 23:59:59,200.79,Adani,26,Senior,On-site,Fusce consequat. Nulla nisl. Nunc nisl.,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis."
371,517,Web Developer IV,2026-01-05 23:59:59,477.96,Laifang,8,Entry level,On-site,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.","Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem."
372,714,Account Executive,2026-01-06 23:59:59,105.11,Napnapan,42,Junior,Hybrid,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",Fusce consequat. Nulla nisl. Nunc nisl.
373,50,Director of Sales,2026-01-07 23:59:59,471.01,Pereval'noe,40,Senior,Remote,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.","Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis."
374,956,VP Quality Control,2026-01-08 23:59:59,284.15,Saint Louis,17,Senior,Remote,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.
375,76,Staff Accountant III,2026-01-09 23:59:59,463.63,Ksawerów,45,Junior,On-site,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.","Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus."
376,749,VP Sales,2026-01-10 23:59:59,354.6,Xinyuan,1,Mid-level,On-site,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem."
377,99,Executive Secretary,2026-01-11 23:59:59,312.37,Stari Bar,42,Entry level,On-site,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.","Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus."
378,924,Electrical Engineer,2026-01-12 23:59:59,263.81,Ōtsuki,32,Junior,Remote,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.","In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo."
379,567,Graphic Designer,2026-01-13 23:59:59,491.92,Midrand,40,Mid-level,On-site,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.","Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius."
380,671,Senior Sales Associate,2026-01-14 23:59:59,435.09,Stenungsund,38,Senior,On-site,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.","Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius."
381,364,Geologist I,2026-01-15 23:59:59,188.22,Pedaringan,3,Senior,Remote,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.
382,24,Sales Associate,2026-01-16 23:59:59,401.42,Soubré,43,Junior,Remote,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.","Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius."
383,804,Office Assistant I,2026-01-17 23:59:59,428.96,Yoshikawa,20,Senior,Hybrid,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.","Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros."
384,256,Senior Cost Accountant,2026-01-18 23:59:59,247.53,Bagé,43,Mid-level,On-site,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.
385,761,Financial Advisor,2026-01-19 23:59:59,238.1,Ozalj,3,Senior,Remote,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.","Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis."
386,970,Financial Analyst,2026-01-20 23:59:59,353.59,Orhei,44,Senior,Remote,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.","Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus."
387,340,Recruiter,2026-01-21 23:59:59,491.19,Enschede,15,Junior,Remote,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero."
388,377,Legal Assistant,2026-01-22 23:59:59,149.24,Kyperoúnta,31,Mid-level,Remote,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.
389,991,Marketing Assistant,2026-01-23 23:59:59,247.11,Qufu,20,Entry level,Remote,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",In congue. Etiam justo. Etiam pretium iaculis justo.
390,179,Systems Administrator IV,2026-01-24 23:59:59,118.25,Paris 12,2,Internship,Remote,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede."
391,825,Research Associate,2026-01-25 23:59:59,200.88,Chatian,17,Mid-level,On-site,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh."
392,260,Budget/Accounting Analyst IV,2026-01-26 23:59:59,213.4,Guérande,28,Mid-level,On-site,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede."
393,916,Structural Analysis Engineer,2026-01-27 23:59:59,358.88,Předklášteří,32,Junior,Hybrid,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.
394,8,Food Chemist,2026-01-28 23:59:59,473.59,Umm as Sāhik,14,Senior,Remote,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.
395,996,Recruiting Manager,2026-01-29 23:59:59,455.61,Lijie,46,Entry level,Hybrid,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.
